Row Labels,Sum of Total_sales 
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
21,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
25,999.98
Electra Townie Original 7D - 2015/2016,999.98
579,8469.97
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
7,7999.98
Trek Slash 8 27.5 - 2016,7999.98
580,8718.93
9,5999.98
Trek Conduit+ - 2016,5999.98
15,529.99
Electra Moto 1 - 2016,529.99
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
19,449
Pure Cycles William 3-Speed - 2016,449
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
581,3599.98
8,3599.98
Trek Remedy 29 Carbon Frameset - 2016,3599.98
582,3956
10,3098
Surly Straggler - 2016,3098
17,858
Pure Cycles Vine 8-Speed - 2016,858
583,1059.98
15,1059.98
Electra Moto 1 - 2016,1059.98
584,5148.95
8,3599.98
Trek Remedy 29 Carbon Frameset - 2016,3599.98
15,529.99
Electra Moto 1 - 2016,529.99
19,449
Pure Cycles William 3-Speed - 2016,449
22,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
585,4076.97
10,1549
Surly Straggler - 2016,1549
12,1099.98
Electra Townie Original 21D - 2016,1099.98
15,529.99
Electra Moto 1 - 2016,529.99
18,898
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
586,3961.96
11,3361.98
Surly Straggler 650b - 2016,3361.98
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
587,1568.97
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
21,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
24,549.99
Electra Townie Original 21D - 2016,549.99
588,3397.99
10,3098
Surly Straggler - 2016,3098
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
589,1059.98
15,1059.98
Electra Moto 1 - 2016,1059.98
590,8891.92
2,1499.98
Ritchey Timberwolf Frameset - 2016,1499.98
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
8,3599.98
Trek Remedy 29 Carbon Frameset - 2016,3599.98
20,599.99
Electra Townie Original 7D EQ - Women's - 2016,599.99
24,549.99
Electra Townie Original 21D - 2016,549.99
591,3699.94
2,1499.98
Ritchey Timberwolf Frameset - 2016,1499.98
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
25,999.98
Electra Townie Original 7D - 2015/2016,999.98
592,2037.97
16,599.99
Electra Townie Original 7D EQ - 2016,599.99
18,898
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
593,2499.97
3,1999.98
Surly Wednesday Frameset - 2016,1999.98
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
594,1139.97
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
26,599.99
Electra Townie Original 7D EQ - 2016,599.99
595,7546.96
3,999.99
Surly Wednesday Frameset - 2016,999.99
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
10,1549
Surly Straggler - 2016,1549
19,898
Pure Cycles William 3-Speed - 2016,898
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
596,4920.96
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
9,2999.99
Trek Conduit+ - 2016,2999.99
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
597,2657.99
8,1799.99
Trek Remedy 29 Carbon Frameset - 2016,1799.99
17,858
Pure Cycles Vine 8-Speed - 2016,858
598,7269.95
4,5799.98
Trek Fuel EX 8 29 - 2016,5799.98
14,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
599,9937.95
9,5999.98
Trek Conduit+ - 2016,5999.98
10,3098
Surly Straggler - 2016,3098
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
600,4997.97
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
18,898
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
601,1099.98
12,1099.98
Electra Townie Original 21D - 2016,1099.98
602,3701.96
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
15,1059.98
Electra Moto 1 - 2016,1059.98
603,3449.98
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
12,549.99
Electra Townie Original 21D - 2016,549.99
604,9097.98
9,5999.98
Trek Conduit+ - 2016,5999.98
10,3098
Surly Straggler - 2016,3098
605,3669.95
11,1680.99
Surly Straggler 650b - 2016,1680.99
13,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
19,449
Pure Cycles William 3-Speed - 2016,449
25,999.98
Electra Townie Original 7D - 2015/2016,999.98
606,1837.98
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
18,898
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
607,4831.95
11,3361.98
Surly Straggler 650b - 2016,3361.98
14,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
608,14349.95
4,5799.98
Trek Fuel EX 8 29 - 2016,5799.98
7,7999.98
Trek Slash 8 27.5 - 2016,7999.98
24,549.99
Electra Townie Original 21D - 2016,549.99
609,7409.96
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
10,1549
Surly Straggler - 2016,1549
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
610,4847.96
3,999.99
Surly Wednesday Frameset - 2016,999.99
8,1799.99
Trek Remedy 29 Carbon Frameset - 2016,1799.99
18,898
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
24,549.99
Electra Townie Original 21D - 2016,549.99
26,599.99
Electra Townie Original 7D EQ - 2016,599.99
611,1199.98
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
612,1568.97
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
14,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
17,429
Pure Cycles Vine 8-Speed - 2016,429
20,599.99
Electra Townie Original 7D EQ - Women's - 2016,599.99
613,7447.97
9,5999.98
Trek Conduit+ - 2016,5999.98
12,549.99
Electra Townie Original 21D - 2016,549.99
18,898
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
614,718.99
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
21,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
615,3818.96
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
11,1680.99
Surly Straggler 650b - 2016,1680.99
19,898
Pure Cycles William 3-Speed - 2016,898
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
616,1749.97
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
24,549.99
Electra Townie Original 21D - 2016,549.99
617,4421.96
11,3361.98
Surly Straggler 650b - 2016,3361.98
15,1059.98
Electra Moto 1 - 2016,1059.98
618,2538.99
11,1680.99
Surly Straggler 650b - 2016,1680.99
17,858
Pure Cycles Vine 8-Speed - 2016,858
619,499.99
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
620,2641.98
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
621,858
17,858
Pure Cycles Vine 8-Speed - 2016,858
622,8497.97
9,5999.98
Trek Conduit+ - 2016,5999.98
10,1549
Surly Straggler - 2016,1549
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
623,1799.99
8,1799.99
Trek Remedy 29 Carbon Frameset - 2016,1799.99
624,1949.94
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
16,599.99
Electra Townie Original 7D EQ - 2016,599.99
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
22,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
625,4990.95
11,3361.98
Surly Straggler 650b - 2016,3361.98
17,429
Pure Cycles Vine 8-Speed - 2016,429
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
26,599.99
Electra Townie Original 7D EQ - 2016,599.99
626,529.99
15,529.99
Electra Moto 1 - 2016,529.99
627,7048.97
9,5999.98
Trek Conduit+ - 2016,5999.98
19,449
Pure Cycles William 3-Speed - 2016,449
26,599.99
Electra Townie Original 7D EQ - 2016,599.99
628,1059.98
15,1059.98
Electra Moto 1 - 2016,1059.98
629,5170.92
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
19,449
Pure Cycles William 3-Speed - 2016,449
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
630,3258.96
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
18,898
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
631,2159.96
15,1059.98
Electra Moto 1 - 2016,1059.98
24,1099.98
Electra Townie Original 21D - 2016,1099.98
632,5401.93
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
11,3361.98
Surly Straggler 650b - 2016,3361.98
15,529.99
Electra Moto 1 - 2016,529.99
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
633,7379.94
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
10,3098
Surly Straggler - 2016,3098
12,1099.98
Electra Townie Original 21D - 2016,1099.98
13,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
634,6349.97
4,5799.98
Trek Fuel EX 8 29 - 2016,5799.98
12,549.99
Electra Townie Original 21D - 2016,549.99
635,2899.99
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
636,659.98
85,659.98
Haro Downtown 16 - 2017,659.98
637,3899.97
9,2999.99
Trek Conduit+ - 2016,2999.99
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
638,7551.96
53,1499.98
Surly Ogre Frameset - 2017,1499.98
56,5499.99
Trek Domane SLR 6 Disc - 2017,5499.99
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
639,11899.95
15,529.99
Electra Moto 1 - 2016,529.99
61,9999.98
Trek Powerfly 8 FS Plus - 2017,9999.98
72,619.99
Sun Bicycles Biscayne Tandem 7 - 2017,619.99
73,749.99
Sun Bicycles Brickell Tandem 7 - 2017,749.99
640,3803.92
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
76,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
641,4519.97
15,529.99
Electra Moto 1 - 2016,529.99
62,3499.99
Trek Boone 7 - 2017,3499.99
64,489.99
Electra Townie Original 7D - 2017,489.99
642,899.98
68,899.98
Sun Bicycles Cruz 3 - 2017,899.98
643,749.99
53,749.99
Surly Ogre Frameset - 2017,749.99
644,2999.99
9,2999.99
Trek Conduit+ - 2016,2999.99
645,16509.92
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
42,4599.98
Trek Fuel EX 5 27.5 Plus - 2017,4599.98
47,10599.98
Trek Remedy 9.8 - 2017,10599.98
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
646,4809.95
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
12,549.99
Electra Townie Original 21D - 2016,549.99
15,1059.98
Electra Moto 1 - 2016,1059.98
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
647,1269.97
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
25,999.98
Electra Townie Original 7D - 2015/2016,999.98
648,549.99
24,549.99
Electra Townie Original 21D - 2016,549.99
649,4919.94
11,3361.98
Surly Straggler 650b - 2016,3361.98
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
90,209.99
Trek Precaliber 16 Girls - 2017,209.99
97,699.98
Electra Savannah 3i (20-inch) - Girl's - 2017,699.98
650,999.99
3,999.99
Surly Wednesday Frameset - 2016,999.99
651,2212.94
79,402.99
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99
85,329.99
Haro Downtown 16 - 2017,329.99
94,499.98
Haro Shredder Pro 20 - 2017,499.98
102,979.98
Electra Townie Original 7D - 2017,979.98
652,8731.93
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
62,6999.98
Trek Boone 7 - 2017,6999.98
67,501.98
Sun Bicycles Revolutions 24 - Girl's - 2017,501.98
74,439.99
Electra Cruiser Lux 1 - 2017,439.99
102,489.99
Electra Townie Original 7D - 2017,489.99
653,8411.93
2,1499.98
Ritchey Timberwolf Frameset - 2016,1499.98
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
80,761.99
Sun Bicycles Brickell Tandem CB - 2017,761.99
88,379.98
Trek Precaliber 12 Girls - 2017,379.98
654,4941.94
9,2999.99
Trek Conduit+ - 2016,2999.99
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
97,699.98
Electra Savannah 3i (20-inch) - Girl's - 2017,699.98
110,941.98
Sun Bicycles Drifter 7 - 2017,941.98
655,250.99
67,250.99
Sun Bicycles Revolutions 24 - Girl's - 2017,250.99
656,1359.96
22,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
33,939.98
Surly Wednesday Frameset - 2017,939.98
83,149.99
Trek Boy's Kickster - 2015/2017,149.99
657,7275.97
52,875.99
Surly Steamroller - 2017,875.99
54,6399.98
Trek Domane SL Disc Frameset - 2017,6399.98
658,10999.96
9,2999.99
Trek Conduit+ - 2016,2999.99
29,999.99
Trek X-Caliber 8 - 2017,999.99
49,6999.98
Trek Domane SL 6 - 2017,6999.98
659,18259.93
39,2999.98
Trek Stache 5 - 2017,2999.98
42,4599.98
Trek Fuel EX 5 27.5 Plus - 2017,4599.98
61,9999.98
Trek Powerfly 8 FS Plus - 2017,9999.98
70,659.99
Electra Amsterdam Original 3i - 2015/2017,659.99
660,18799.93
29,1999.98
Trek X-Caliber 8 - 2017,1999.98
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
47,10599.98
Trek Remedy 9.8 - 2017,10599.98
59,5199.98
Trek Domane S 5 Disc - 2017,5199.98
661,7539.96
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
63,6999.98
Trek Boone Race Shop Limited - 2017,6999.98
662,8149.91
22,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
55,5399.98
Trek Domane S 6 - 2017,5399.98
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
102,979.98
Electra Townie Original 7D - 2017,979.98
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
663,4914.95
17,858
Pure Cycles Vine 8-Speed - 2016,858
41,2939.98
Haro Shift R3 - 2017,2939.98
71,416.99
Sun Bicycles Atlas X-Type - 2017,416.99
94,249.99
Haro Shredder Pro 20 - 2017,249.99
106,449.99
Sun Bicycles Cruz 3 - 2017,449.99
664,15052.93
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
47,5299.99
Trek Remedy 9.8 - 2017,5299.99
50,5999.99
Trek Silque SLR 7 Women's - 2017,5999.99
52,1751.98
Surly Steamroller - 2017,1751.98
101,679.98
Electra Townie 7D (20-inch) - Boys' - 2017,679.98
665,10599.95
25,999.98
Electra Townie Original 7D - 2015/2016,999.98
42,4599.98
Trek Fuel EX 5 27.5 Plus - 2017,4599.98
58,4999.99
Trek Madone 9.2 - 2017,4999.99
666,2479.97
39,1499.99
Trek Stache 5 - 2017,1499.99
98,979.98
Electra Straight 8 3i (20-inch) - Boy's - 2017,979.98
667,2142.95
3,999.99
Surly Wednesday Frameset - 2016,999.99
79,402.99
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99
84,109.99
Sun Bicycles Lil Kitt'n - 2017,109.99
85,329.99
Haro Downtown 16 - 2017,329.99
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
668,3897.98
19,898
Pure Cycles William 3-Speed - 2016,898
48,2999.98
Trek Emonda S 4 - 2017,2999.98
669,1819.97
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
72,619.99
Sun Bicycles Biscayne Tandem 7 - 2017,619.99
670,5653.94
28,2499.99
Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
45,1739.98
Haro SR 1.2 - 2017,1739.98
104,963.98
Sun Bicycles Streamway - 2017,963.98
108,449.99
Sun Bicycles Cruz 3 - Women's - 2017,449.99
671,7850.94
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
55,2699.99
Trek Domane S 6 - 2017,2699.99
69,416.99
Sun Bicycles Cruz 7 - 2017,416.99
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
672,16699.94
48,2999.98
Trek Emonda S 4 - 2017,2999.98
51,12999.98
Trek Silque SLR 8 Women's - 2017,12999.98
96,699.98
Electra Moto 3i (20-inch) - Boy's - 2017,699.98
673,2391.96
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
38,549.99
Haro Flightline Two 26 Plus - 2017,549.99
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
674,1199.98
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
675,1767.97
17,429
Pure Cycles Vine 8-Speed - 2016,429
19,449
Pure Cycles William 3-Speed - 2016,449
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
89,419.98
Trek Precaliber 16 Boys - 2017,419.98
676,3173.95
24,549.99
Electra Townie Original 21D - 2016,549.99
29,999.99
Trek X-Caliber 8 - 2017,999.99
70,659.99
Electra Amsterdam Original 3i - 2015/2017,659.99
104,963.98
Sun Bicycles Streamway - 2017,963.98
677,16767.91
7,7999.98
Trek Slash 8 27.5 - 2016,7999.98
54,6399.98
Trek Domane SL Disc Frameset - 2017,6399.98
75,599.99
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99
91,699.98
Trek Precaliber 24 (21-Speed) - Girls - 2017,699.98
105,1067.98
Sun Bicycles Streamway 7 - 2017,1067.98
678,2511.96
37,759.98
Haro Flightline One ST - 2017,759.98
52,1751.98
Surly Steamroller - 2017,1751.98
679,1359.96
15,1059.98
Electra Moto 1 - 2016,1059.98
83,299.98
Trek Boy's Kickster - 2015/2017,299.98
680,12199.96
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
50,5999.99
Trek Silque SLR 7 Women's - 2017,5999.99
81,2199.98
Electra Amsterdam Fashion 7i Ladies' - 2017,2199.98
681,11099.94
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
61,4999.99
Trek Powerfly 8 FS Plus - 2017,4999.99
63,3499.99
Trek Boone Race Shop Limited - 2017,3499.99
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
682,4919.96
39,1499.99
Trek Stache 5 - 2017,1499.99
60,3119.98
Sun Bicycles ElectroLite - 2017,3119.98
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
683,1499.98
2,1499.98
Ritchey Timberwolf Frameset - 2016,1499.98
684,5969.98
33,469.99
Surly Wednesday Frameset - 2017,469.99
56,5499.99
Trek Domane SLR 6 Disc - 2017,5499.99
685,17996.92
48,2999.98
Trek Emonda S 4 - 2017,2999.98
56,10999.98
Trek Domane SLR 6 Disc - 2017,10999.98
59,2599.99
Trek Domane S 5 Disc - 2017,2599.99
98,979.98
Electra Straight 8 3i (20-inch) - Boy's - 2017,979.98
107,416.99
Sun Bicycles Cruz 7 - 2017,416.99
686,3359.95
16,599.99
Electra Townie Original 7D EQ - 2016,599.99
19,898
Pure Cycles William 3-Speed - 2016,898
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
88,379.98
Trek Precaliber 12 Girls - 2017,379.98
104,481.99
Sun Bicycles Streamway - 2017,481.99
687,6091.94
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
48,2999.98
Trek Emonda S 4 - 2017,2999.98
83,149.99
Trek Boy's Kickster - 2015/2017,149.99
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
688,1989.98
8,1799.99
Trek Remedy 29 Carbon Frameset - 2016,1799.99
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
689,939.98
33,939.98
Surly Wednesday Frameset - 2017,939.98
690,4635.94
11,3361.98
Surly Straggler 650b - 2016,3361.98
84,109.99
Sun Bicycles Lil Kitt'n - 2017,109.99
85,329.99
Haro Downtown 16 - 2017,329.99
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
691,9241.93
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
20,599.99
Electra Townie Original 7D EQ - Women's - 2016,599.99
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
55,5399.98
Trek Domane S 6 - 2017,5399.98
692,15259.94
15,1059.98
Electra Moto 1 - 2016,1059.98
56,10999.98
Trek Domane SLR 6 Disc - 2017,10999.98
59,2599.99
Trek Domane S 5 Disc - 2017,2599.99
75,599.99
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99
693,5508.94
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
31,1632.99
Surly Wednesday - 2017,1632.99
104,963.98
Sun Bicycles Streamway - 2017,963.98
694,11243.92
39,1499.99
Trek Stache 5 - 2017,1499.99
45,1739.98
Haro SR 1.2 - 2017,1739.98
48,1499.99
Trek Emonda S 4 - 2017,1499.99
55,5399.98
Trek Domane S 6 - 2017,5399.98
103,1103.98
Sun Bicycles Streamway 3 - 2017,1103.98
695,5319.96
57,3999.98
Trek Emonda S 5 - 2017,3999.98
82,1319.98
Electra Amsterdam Original 3i Ladies' - 2017,1319.98
696,5249.96
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
45,869.99
Haro SR 1.2 - 2017,869.99
88,379.98
Trek Precaliber 12 Girls - 2017,379.98
697,2641.98
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
698,10899.96
12,549.99
Electra Townie Original 21D - 2016,549.99
40,9999.98
Trek Fuel EX 9.8 29 - 2017,9999.98
96,349.99
Electra Moto 3i (20-inch) - Boy's - 2017,349.99
699,6452.92
24,1099.98
Electra Townie Original 21D - 2016,1099.98
31,1632.99
Surly Wednesday - 2017,1632.99
